vector 1 points:
-7.521182	18.286249
-7.529489	19.302502
-7.530884	20.307712
-7.526313	21.318991
-7.526195	22.315542
-7.533224	23.308638
-7.542076	24.299095
-7.534585	25.320591
-7.548164	26.320029
-7.522593	27.326590
-7.529243	28.303886
-7.528420	29.314589
-7.520164	30.302956
-7.530631	31.300272
-7.527011	32.293795
-7.526289	33.293961
-7.533684	34.286249
-6.651182	18.786249
-6.646280	19.794141
-6.640815	20.806735
-6.636555	21.808878
-6.650097	22.802349
-6.656500	23.807939
-6.652452	24.809019
-6.653666	25.812547
-6.652806	26.815215
-6.651766	27.813097
-6.663879	28.802171
-6.657012	29.801579
-6.639176	30.815427
-6.643005	31.809991
-6.645463	32.798829
-6.643220	33.786249
-5.781182	19.286249
-5.788727	20.298885
-5.784927	21.311640
-5.781102	22.321943
-5.788434	23.314598
-5.792190	24.307383
-5.789700	25.315858
-5.788503	26.318988
-5.789832	27.315080
-5.781163	28.319024
-5.784265	29.314013
-5.794550	30.303503
-5.784447	31.306910
-5.782553	32.310854
-5.783642	33.301740
-5.786731	34.286249
-4.911182	18.786249
-4.915326	19.789627
-4.918322	20.802212
-4.923582	21.793178
-4.914762	22.796691
-4.925423	23.803207
-4.933392	24.792625
-4.922370	25.801797
-4.922076	26.812950
-4.926933	27.806825
-4.916169	28.814998
-4.920453	29.795166
-4.925589	30.794205
-4.909693	31.805430
-4.920512	32.798486
-4.913539	33.786249
-4.041182	18.286249
-4.044295	19.292078
-4.048056	20.284315
-4.048783	21.287419
-4.049976	22.301457
-4.040707	23.304472
-4.060656	24.293429
-4.067832	25.293263
-4.055795	26.315726
-4.059597	27.302775
-4.056073	28.301626
-4.045182	29.307301
-4.042098	30.289854
-4.040910	31.292978
-4.040932	32.296395
-4.056882	33.286889
-4.044841	34.286249
-3.171182	18.786249
-3.168947	19.796798
-3.172345	20.791511
-3.176599	21.788857
-3.180198	22.785569
-3.172244	23.793306
-3.179739	24.790618
-3.191446	25.792322
-3.191556	26.791690
-3.183801	27.802793
-3.175709	28.804049
-3.178593	29.803242
-3.177050	30.797443
-3.167653	31.798140
-3.165320	32.785934
-3.176260	33.786249
-2.301182	19.286249
-2.291549	20.294744
-2.299782	21.281837
-2.302623	22.286765
-2.300414	23.288254
-2.289460	24.298000
-2.307085	25.288678
-2.308079	26.294958
-2.301752	27.307496
-2.309984	28.294589
-2.308680	29.297816
-2.300744	30.288297
-2.305847	31.285041
-2.298805	32.283639
-2.289107	33.285816
-2.295351	34.286249
-1.431182	18.786249
-1.433059	19.783572
-1.432140	20.781736
-1.444841	21.776325
-1.439143	22.777861
-1.441915	23.793091
-1.430234	24.792457
-1.446248	25.784273
-1.449233	26.790024
-1.440937	27.797811
-1.433977	28.797306
-1.442399	29.790585
-1.438553	30.790794
-1.436391	31.784970
-1.435584	32.778163
-1.428435	33.786249
-0.561182	18.286249
-0.579053	19.302455
-0.576858	20.291165
-0.568023	21.300257
-0.586316	22.282701
-0.582463	23.289283
-0.581403	24.294389
-0.574349	25.291352
-0.578707	26.297812
-0.585157	27.297797
-0.582291	28.295626
-0.584488	29.294168
-0.575726	30.296809
-0.580143	31.286460
-0.573317	32.280698
-0.570797	33.273709
-0.566419	34.286249
0.308818	18.786249
0.307911	19.786971
0.311927	20.788477
0.307125	21.793252
0.303342	22.793417
0.300084	23.790874
