vector 1 points:
0.302257	24.793812
0.311241	25.813339
0.297866	26.800584
0.292592	27.796222
0.298876	28.795338
0.303558	29.809950
0.309040	30.809750
0.309065	31.800558
0.309395	32.799042
0.311611	33.786249
1.178818	18.286249
1.177794	19.298896
1.169179	20.293395
1.167447	21.293481
1.165562	22.297979
1.160481	23.290195
1.162697	24.306451
1.162928	25.309960
1.169158	26.305487
1.168318	27.308546
1.161896	28.295592
1.163847	29.293726
1.172001	30.305568
1.171472	31.293546
1.174988	32.289047
1.167325	33.280135
1.176180	34.286249
2.048818	18.786249
2.046750	19.790637
2.032742	20.791580
2.031134	21.795627
2.039483	22.788804
2.042364	23.790436
2.030866	24.794520
2.034871	25.795471
2.043843	26.801242
2.035446	27.798958
2.034595	28.794695
2.036951	29.793666
2.038388	30.793432
2.044871	31.794844
2.048088	32.789021
2.036686	33.786249
2.918818	18.286249
2.915789	19.307835
2.924397	20.298996
2.916224	21.302613
2.912855	22.309438
2.910563	23.309939
2.906982	24.301166
2.906753	25.305455
2.899228	26.308055
2.904836	27.306198
2.900425	28.299728
2.905583	29.299748
2.915054	30.294419
2.907195	31.298274
2.914406	32.297962
2.928399	33.293762
2.923634	34.286249
vector 1 points count: 213

vector 2 points:
-7.521182	18.286249
-7.521182	19.286249
-7.521182	20.286249
-7.521182	21.286249
-7.521182	22.286249
-7.521182	23.286249
-7.521182	24.286249
-7.521182	25.286249
-7.521182	26.286249
-7.521182	27.286249
-7.521182	28.286249
-7.521182	29.286249
-7.521182	30.286249
-7.521182	31.286249
-7.521182	32.286249
-7.521182	33.286249
-7.521182	34.286249
-6.651182	18.786249
-6.651182	19.786249
-6.651182	20.786249
-6.651182	21.786249
-6.651182	22.786249
-6.651182	23.786249
-6.651182	24.786249
-6.651182	25.786249
-6.651182	26.786249
-6.651182	27.786249
-6.651182	28.786249
-6.651182	29.786249
-6.651182	30.786249
-6.651182	31.786249
-6.651182	32.786249
-6.651182	33.786249
-5.781182	19.286249
-5.781182	20.286249
-5.781182	21.286249
-5.781182	22.286249
-5.781182	23.286249
-5.781182	24.286249
-5.781182	25.286249
-5.781182	26.286249
-5.781182	27.286249
-5.781182	28.286249
-5.781182	29.286249
-5.781182	30.286249
-5.781182	31.286249
-5.781182	32.286249
-5.781182	33.286249
-5.781182	34.286249
-4.911182	18.786249
-4.911182	19.786249
-4.911182	20.786249
-4.911182	21.786249
-4.911182	22.786249
-4.911182	23.786249
-4.911182	24.786249
-4.911182	25.786249
-4.911182	26.786249
-4.911182	27.786249
-4.911182	28.786249
-4.911182	29.786249
-4.911182	30.786249
-4.911182	31.786249
-4.911182	32.786249
-4.911182	33.786249
-4.041182	18.286249
-4.041182	19.286249
-4.041182	20.286249
-4.041182	21.286249
-4.041182	22.286249
-4.041182	23.286249
-4.041182	24.286249
-4.041182	25.286249
-4.041182	26.286249
-4.041182	27.286249
-4.041182	28.286249
-4.041182	29.286249
-4.041182	30.286249
-4.041182	31.286249
-4.041182	32.286249
-4.041182	33.286249
-4.041182	34.286249
-3.171182	18.786249
-3.171182	19.786249
-3.171182	20.786249
-3.171182	21.786249
-3.171182	22.786249
-3.171182	23.786249
-3.171182	24.786249
-3.171182	25.786249
-3.171182	26.786249
-3.171182	27.786249
-3.171182	28.786249
-3.171182	29.786249
-3.171182	30.786249
-3.171182	31.786249
-3.171182	32.786249
-3.171182	33.786249
-2.301182	19.286249
-2.301182	20.286249
-2.301182	21.286249
-2.301182	22.286249
-2.301182	23.286249
-2.301182	24.286249
-2.301182	25.286249
-2.301182	26.286249
-2.301182	27.286249
-2.301182	28.286249
-2.301182	29.286249
-2.301182	30.286249
-2.301182	31.286249
-2.301182	32.286249
-2.301182	33.286249
-2.301182	34.286249
-1.431182	18.786249
-1.431182	19.786249
-1.431182	20.786249
-1.431182	21.786249
-1.431182	22.786249
-1.431182	23.786249
-1.431182	24.786249
-1.431182	25.786249
-1.431182	26.786249
-1.431182	27.786249
-1.431182	28.786249
-1.431182	29.786249
-1.431182	30.786249
-1.431182	31.786249
-1.431182	32.786249
-1.431182	33.786249
-0.561182	18.286249
-0.561182	19.286249
-0.561182	20.286249
-0.561182	21.286249
-0.561182	22.286249
-0.561182	23.286249
-0.561182	24.286249
-0.561182	25.286249
-0.561182	26.286249
-0.561182	27.286249
-0.561182	28.286249
-0.561182	29.286249
-0.561182	30.286249
-0.561182	31.286249
-0.561182	32.286249
-0.561182	33.286249
-0.561182	34.286249
0.308818	18.786249
0.308818	19.786249
0.308818	20.786249
0.308818	21.786249
0.308818	22.786249
0.308818	23.786249
0.308818	24.786249
0.308818	25.786249
0.308818	26.786249
0.308818	27.786249
0.308818	28.786249
0.308818	29.786249
0.308818	30.786249
0.308818	31.786249
0.308818	32.786249
0.308818	33.786249
1.178818	18.286249
1.178818	19.286249
1.178818	20.286249
1.178818	21.286249
1.178818	22.286249
1.178818	23.286249
1.178818	24.286249
1.178818	25.286249
1.178818	26.286249
1.178818	27.286249
1.178818	28.286249
1.178818	29.286249
1.178818	30.286249
1.178818	31.286249
1.178818	32.286249
1.178818	33.286249
1.178818	34.286249
2.048818	18.786249
2.048818	19.786249
2.048818	20.786249
2.048818	21.786249
2.048818	22.786249
2.048818	23.786249
2.048818	24.786249
2.048818	25.786249
2.048818	26.786249
2.048818	27.786249
2.048818	28.786249
2.048818	29.786249
2.048818	30.786249
2.048818	31.786249
2.048818	32.786249
2.048818	33.786249
2.918818	18.286249
2.918818	19.286249
2.918818	20.286249
2.918818	21.286249
2.918818	22.286249
2.918818	23.286249
2.918818	24.286249
2.918818	25.286249
2.918818	26.286249
2.918818	27.286249
2.918818	28.286249
2.918818	29.286249
2.918818	30.286249
2.918818	31.286249
2.918818	32.286249
2.918818	33.286249
2.918818	34.286249
vector 2 points count: 213

Start Match
0.000000
0.000000
0.018253
0.018253
0.009290
0.023554
0.000000
0.023554
0.022960
0.033141
0.009290
0.033141
0.026945
0.029719
0.022960
0.029719
0.016136
0.025422
0.026945
0.025422
0.022332
0.024527
0.016136
0.024527
0.022805
0.036865
0.022332
0.036865
0.026415
0.043233
